2.72, 2.41755, -1.41245, 3.39, 0.258704, -0.505281, 0, 3.26, 6.82
2.74, 2.59615, -0.663848, 2.82, 0.247924, -0.57006, 16, 3.55, 6.4
2.76, 2.79067, -0.759327, 3.11, 0.237145, -0.764399, 0, 3.06, 7.2
2.78, 3.00007, -0.059926, 2.62, 0.231341, 0.0129559, 0, 3.29, 8.58
2.8, 3.22324, -0.0667635, 2.85, 0.218903, 0.401633, 16, 3.24, 8.96
2.82, 3.45898, 0.218976, 2.8, 0.218074, 0.142515, 0, 3.2, 8.85
2.84, 3.70605, 0.506047, 2.76, 0.220147, -0.310942, 0, 3.19, 9.06
2.86, 3.96315, 0.773149, 2.75, 0.219318, 0.660752, -16, 3.13, 8.97
2.88, 4.22894, 1.09894, 2.69, 0.22678, 0.531193, 0, 3.18, 7.74
2.9, 4.50203, 1.32203, 2.74, 0.238389, 0.98465, 32, 2.8, 5.2
2.92, 4.78101, 1.98101, 2.36, 0.263264, 1.69723, -16, 2.66, 3.5
2.94, 5.06444, 2.40444, 2.22, 0.296017, 2.15068, 0, 2.46, 3.06
2.96, 5.35086, 2.89086, 2.02, 0.35323, 2.15068, 16, 2.29, 2.67
2.98, 5.63883, 3.34883, 1.85, 0.422052, 1.95634, -32, 2.29, 2.38
3, 5.92689, 3.63689, 1.85, 0.478022, 2.4098, 0, 2.21, 2.08
3.02, 6.2136, 4.0036, 1.77, 0.549331, 3.44627, 16, 2.65, 2.48
3.04, 6.49752, 3.84752, 2.21, 0.62064, 4.74187, 16, 2.55, 3.23
3.06, 6.77728, 4.22728, 2.11, 0.686975, 4.41797, -16, 2.93, 4.25
3.08, 7.05151, 4.12151, 2.49, 0.777355, 4.22363, 16, 2.84, 4.5
3.1, 7.31891, 4.47891, 2.4, 0.844519, 4.02929, 0, 3.16, 4.48
3.12, 7.5782, 4.4182, 2.72, 0.948166, 4.67709, 32, 3.16, 3.31
3.14, 7.82818, 4.66818, 2.72, 1.01948, 4.74187, 16, 3.13, 3.02
3.16, 8.06774, 4.93774, 2.69, 1.12893, 3.96451, 32, 3.43, 1.86
3.18, 8.29579, 4.86579, 2.99, 1.19609, 4.22363, 16, 3.24, 0.8
3.2, 8.51137, 5.27137, 2.8, 1.29145, 5.51922, 16, 3.83, 0.59
3.22, 8.71358, 4.88358, 3.39, 1.38307, 6.2318, -16, 3.58, 359.87
3.24, 8.90161, 5.32161, 3.14, 1.49335, 5.06576, 16, 4.03, 0.21
3.26, 9.07475, 5.04475, 3.59, 1.5858, 2.99282, 16, 4.05, 358.92
3.28, 9.23239, 5.18239, 3.61, 1.69691, 5.97268, -32, 4.94, 2.35
3.3, 9.37403, 4.43403, 4.5, 1.75454, 3.83495, 0, 5.21, 3.75
3.32, 9.49927, 4.28927, 4.77, 1.85156, 5.32488, 0, 5.81, 4.3
3.34, 9.60782, 3.79782, 5.37, 1.91789, 4.87143, 16, 6.32, 4.36
3.36, 9.69948, 3.37948, 5.88, 1.98298, 3.44627, 0, 6.06, 5.43
3.38, 9.7742, 3.7142, 5.62, 2.03232, 1.69723, 0, 6.86, 4.02
3.4, 9.832, 2.972, 6.42, 2.07668, 3.89973, 0, 6.6, 3.17
3.42, 9.87304, 3.27304, 6.16, 2.12519, 2.99282, -16, 6.15, 2.35
3.44, 9.89758, 3.74758, 5.71, 2.20644, 4.35319, 16, 6.36, 0.06
3.46, 9.90598, 3.54597, 5.92, 2.28853, 3.64061, 48, 5.96, 359.53
3.48, 9.89871, 3.93871, 5.52, 2.36233, 2.53936, 16, 6.12, 359.3
3.5, 9.87635, 3.75635, 5.68, 2.44318, 3.0576, 32, 6.72, 358.86
3.52, 9.83957, 3.11957, 6.28, 2.48629, 0.98465, 16, 6.42, 358.99
3.54, 9.78913, 3.36913, 5.98, 2.52775, 2.47458, 64, 7.27, 359.58
3.56, 9.72588, 2.45588, 6.83, 2.57211, 2.99282, 0, 7.47, 0.08
3.58, 9.65077, 2.18077, 7.03, 2.61399, 1.24377, 16, 6.76, 1.35
3.6, 9.5648, 2.8048, 6.32, 2.65171, 3.44627, -48, 7.83, 0.66
3.62, 9.46906, 1.63907, 7.39, 2.67742, 0.98465, 32, 7.36, 2.07
3.64, 9.36471, 2.00471, 6.92, 2.71141, 1.30855, 32, 7.4, 2.19
3.66, 9.25293, 1.85293, 6.96, 2.73256, 1.69723, 16, 8.62, 0.71
3.68, 9.13499, 0.514995, 8.18, 2.75453, 0.207295, 32, 7.81, 1.85
3.7, 9.01219, 1.20219, 7.37, 2.77319, 1.11421, 32, 8.39, 1.61
3.72, 8.88584, 0.495837, 7.95, 2.78438, 1.11421, 0, 8.79, 1.39
3.74, 8.75729, -0.0327055, 8.35, 2.78894, 0.272074, 32, 8.15, 2.5
3.76, 8.62792, 0.477925, 7.71, 2.79184, 0.401633, 32, 8.95, 1.65
3.78, 8.4991, -0.450899, 8.51, 2.7935, 0.272074, 16, 8.42, 2.1
3.8, 8.37219, -0.0478084, 7.98, 2.79433, 0.207295, 32, 8.14, 1.85
3.82, 8.24856, 0.108557, 7.7, 2.79433, 0.207295, 32, 8.7, 0.95
3.84, 8.12954, -0.570461, 8.26, 2.79475, 0.142515, 0, 8.1, 1.25
3.86, 8.01645, -0.0835552, 7.66, 2.79433, 0.142515, 16, 8.53, 0.39
3.88, 7.91055, -0.619447, 8.09, 2.79392, 0.142515, 16, 8.59, 0.21
3.9, 7.81309, -0.776909, 8.15, 2.79309, 0.142515, 0, 8.14, 0.33
3.92, 7.72524, -0.414763, 7.7, 2.79184, 0.142515, 0, 8.61, 0.2
3.94, 7.64811, -0.96189, 8.17, 2.78853, -0.57006, -16, 8.46, 0.65
3.96, 7.58276, -0.877244, 8.02, 2.7678, -0.505281, -16, 8.37, 1.14
3.98, 7.53015, -0.839847, 7.93, 2.75039, -0.246162, 0, 8.78, 0.89
4, 7.49119, -1.28881, 8.34, 2.7251, -2.51345, -32, 8.15, 1.8
4.02, 7.46669, -0.683312, 7.71, 2.70312, -0.181383, -16, 8.48, 1.5
4.04, 7.45735, -1.02265, 8.04, 2.68447, -1.4122, -16, 8.61, 1.3
4.06, 7.4638, -1.1462, 8.17, 2.66705, -0.57006, 16, 7.99, 1.58
4.08, 7.48655, -0.503447, 7.55, 2.64674, -0.0518237, 0, 8.94, 0.48
4.1, 7.52603, -1.41397, 8.5, 2.61689, 0.0129559, 16, 8.31, 1.07
4.12, 7.58253, -0.727472, 7.87, 2.60901, -0.958738, 0, 8.67, 1.15
4.14, 7.65625, -1.01375, 8.23, 2.59823, -1.15308, 0, 8.59, 0.96
4.16, 7.74729, -0.842712, 8.15, 2.56175, -1.15308, 0, 8.19, 1.04
4.18, 7.85561, -0.334394, 7.75, 2.54765, 0.207295, 0, 8.86, 0.64
4.2, 7.98107, -0.878931, 8.42, 2.53563, -1.15308, 0, 7.86, 2.29
4.22, 8.12343, 0.263426, 7.42, 2.52775, 0.0129559, 0, 7.83, 2.11
4.24, 8.28232, 0.452318, 7.39, 2.52734, 0.142515, 16, 8.53, 1.06
4.26, 8.45727, -0.0727261, 8.09, 2.52609, 0.142515, 0, 7.63, 2.29
4.28, 8.64772, 1.01772, 7.19, 2.52319, 0.531193, 16, 8.42, 1.33
4.3, 8.85297, 0.432971, 7.98, 2.52319, 0.207295, 0, 8.33, 0.79
4.32, 9.07225, 0.742255, 7.89, 2.52278, 0.0777355, 16, 7.76, 1.29
4.34, 9.3047, 1.5447, 7.32, 2.52443, 0.790311, 0, 8.4, 0.8
4.36, 9.54933, 1.14933, 7.96, 2.529, 0.272074, -16, 7.86, 1.36
4.38, 9.80511, 1.94511, 7.42, 2.53936, 0.790311, 0, 7.79, 1
4.4, 10.0709, 2.28091, 7.35, 2.56299, 0.98465, 32, 8.12, 0.35
4.42, 10.3455, 2.22553, 7.68, 2.6003, 1.95634, 16, 7.43, 1.09
4.44, 10.6277, 3.19771, 6.99, 2.64964, 3.64061, 0, 7.85, 1.11
4.46, 10.9161, 3.06613, 7.41, 2.70851, 2.79848, 16, 7.97, 1.84
4.48, 11.2094, 3.23942, 7.53, 2.76655, 2.53936, 64, 7.66, 2.7
4.5, 11.5062, 3.84615, 7.22, 2.82543, 3.70539, 16, 8.32, 2.14
4.52, 11.8049, 3.4849, 7.88, 2.90378, 3.96451, -16, 8.17, 2.76
4.54, 12.1042, 3.93418, 7.73, 2.96307, 5.32488, 0, 8.06, 2.45
4.56, 12.4025, 4.34252, 7.62, 3.0464, 4.35319, 16, 8.59, 1.73
4.58, 12.6984, 4.1084, 8.15, 3.1173, 5.00098, 16, 8.35, 1.89
4.6, 12.9903, 4.64034, 7.91, 3.20851, 4.48275, 32, 8.65, 2.02
4.62, 13.2769, 4.62685, 8.21, 3.30096, 4.28841, 48, 8.7, 2.22
4.64, 13.5565, 4.85647, 8.26, 3.38554, 3.83495, 48, 8.53, 2.1
4.66, 13.8277, 5.29774, 8.09, 3.48545, 5.19532, 32, 9.27, 1.45
4.68, 14.0893, 4.81928, 8.83, 3.56257, 5.71356, 48, 9.25, 1.95
4.7, 14.3397, 5.0897, 8.81, 3.6716, 4.61231, 32, 9.35, 2.05
4.72, 14.5777, 5.2277, 8.91, 3.7595, 5.77834, 32, 9.87, 1.4
4.74, 14.802, 4.93204, 9.43, 3.86273, 3.89973, -16, 9.72, 1.73
4.76, 15.0115, 5.2915, 9.28, 3.94482, 6.03746, 16, 10.09, 1.65
4.78, 15.205, 5.11499, 9.65, 4.04183, 4.15885, 48, 10.83, 1.52
4.8, 15.3815, 4.55147, 10.39, 4.15045, 4.67709, 32, 9.59, 2.12
4.82, 15.54, 5.94997, 9.15, 4.22425, 6.03746, 32, 10.85, 0.87
4.84, 15.6797, 4.82965, 10.41, 4.2939, 2.4098, 32, 11.28, 0.85
4.86, 15.7997, 4.51973, 10.84, 4.38262, 5.00098, 32, 10.67, 1.88
4.88, 15.8995, 5.22953, 10.23, 4.48047, 3.64061, 80, 12.18, 0.85
4.9, 15.9785, 3.79851, 11.74, 4.55675, 3.25194, 16, 11.12, 0.8
4.92, 16.0362, 4.91618, 10.68, 4.64464, 5.32488, 64, 12.07, 0.42
4.94, 16.0722, 4.0022, 11.63, 4.72134, 4.35319, 32, 12.49, 0.8
4.96, 16.0863, 3.59631, 12.05, 4.76405, 1.50289, 48, 11.42, 1.28
4.98, 16.0784, 4.6584, 10.98, 4.83536, 4.61231, 32, 12.93, 1.3
5, 16.0484, 3.11842, 12.49, 4.91454, 3.96451, 32, 12.5, 0.57
5.02, 15.9965, 3.49647, 12.06, 4.98336, 4.74187, 32, 11.72, 0.57
5.04, 15.9227, 4.20273, 11.28, 5.05758, 4.15885, 64, 13.59, 1.53
5.06, 15.8275, 2.23751, 13.15, 5.10069, 1.69723, 48, 13.16, 1.23
5.08, 15.7112, 2.55121, 12.72, 5.13013, 2.0859, 80, 13.08, 1.49
5.1, 15.5743, 2.49435, 12.64, 5.18444, 3.57583, 32, 14.58, 2.13
5.12, 15.4175, 0.837522, 14.14, 5.20683, 0.207295, 64, 13.83, 2.14
5.14, 15.2414, 1.41143, 13.39, 5.21553, 0.207295, 48, 13.91, 2.36
5.16, 15.0469, 1.13688, 13.47, 5.21844, 0.336854, 48, 15.13, 2.48
5.18, 14.8347, -0.295279, 14.69, 5.21885, 0.207295, 32, 14.09, 2.07
5.2, 14.6059, 0.515924, 13.65, 5.21968, 0.207295, 16, 14.01, 1.47
5.22, 14.3615, 0.351513, 13.57, 5.22134, 0.207295, 80, 14.83, 0.95
5.24, 14.1026, -0.727419, 14.39, 5.22258, 0.207295, 32, 13.81, 0.26
5.26, 13.8303, 0.0202798, 13.37, 5.23004, 0.725531, 16, 13.96, 0.02
5.28, 13.5458, -0.414184, 13.52, 5.23336, -0.116603, 48, 14.48, 359.94
5.3, 13.2504, -1.22956, 14.04, 5.23378, 0.207295, 32, 13.58, 359.55
5.32, 12.9454, -0.634567, 13.14, 5.23419, 0.207295, 48, 13.92, 359.81
5.34, 12.6321, -1.28788, 13.48, 5.23378, 0.142515, 16, 14.21, 359.87
5.36, 12.3118, -1.89817, 13.77, 5.23336, 0.142515, 16, 13.66, 359.73
5.38, 11.9859, -1.67407, 13.22, 5.23295, 0.142515, 0, 14.13, 0.06
5.4, 11.6558, -2.47424, 13.69, 5.23129, -0.440501, 0, 14.34, 0.12
5.42, 11.3227, -3.01732, 13.9, 5.21097, -1.80087, -32, 13.85, 359.94
5.44, 10.988, -2.86197, 13.41, 5.17242, -2.05999, 16, 14.29, 0.19
5.46, 10.6531, -3.63685, 13.85, 5.11189, -3.9386, 0, 14.62, 0.27
5.48, 10.3193, -4.30068, 14.18, 5.02938, -3.48514, 0, 14.26, 0.32
5.5, 9.98782, -4.27218, 13.82, 4.95186, -5.29897, 0, 14.59, 0.8
5.52, 9.65987, -4.93013, 14.15, 4.83784, -3.67948, 0, 14.65, 1.11
5.54, 9.33664, -5.31336, 14.21, 4.74166, -5.75243, -32, 14.28, 1.4
5.56, 9.01928, -5.26072, 13.84, 4.61148, -5.88199, -16, 14.43, 1.8
5.58, 8.70883, -5.72117, 13.99, 4.51654, -5.29897, 0, 14.35, 2
5.6, 8.4063, -5.9437, 13.91, 4.39589, -6.52978, 0, 14, 2.29
5.62, 8.11262, -5.88738, 13.56, 4.25866, -6.72412, -16, 14.1, 2.2
5.64, 7.82865, -6.27135, 13.66, 4.11646, -6.98324, -16, 13.95, 2.62
5.66, 7.55516, -6.39484, 13.51, 3.98794, -6.85368, 16, 13.67, 3.05
5.68, 7.29285, -6.37715, 13.23, 3.84532, -4.78073, 32, 13.67, 2.97
5.7, 7.04233, -6.62767, 13.23, 3.74291, -5.94677, 0, 12.92, 3.06
5.72, 6.80412, -6.11588, 12.48, 3.5891, -5.29897, 16, 12.84, 2.32
5.74, 6.57865, -6.26135, 12.4, 3.48297, -6.1411, -16, 12.76, 2.4
5.76, 6.36626, -6.39374, 12.32, 3.36481, -6.01155, 32, 11.73, 3.19
5.78, 6.16722, -5.56278, 11.29, 3.25618, -4.97507, 0, 11.8, 2.73
5.8, 5.98168, -5.81832, 11.36, 3.12808, -7.4367, -16, 11.41, 2.61
5.82, 5.80971, -5.60029, 10.97, 2.97675, -6.1411, 16, 11, 3.29
5.84, 5.65129, -5.34871, 10.56, 2.88305, -5.42853, 0, 11.21, 2.86
5.86, 5.50634, -5.70366, 10.77, 2.78853, -4.00338, 0, 10.3, 2.97
5.88, 5.37465, -4.92535, 9.86, 2.66622, -3.9386, -16, 10.16, 1.6
5.9, 5.25596, -4.90404, 9.72, 2.56797, -5.62287, 0, 9.78, 1.87
5.92, 5.14994, -4.63006, 9.34, 2.48919, -4.32728, 0, 9.21, 2.69
5.94, 5.05616, -4.15384, 8.77, 2.3615, -5.23419, 16, 9.45, 1.94
5.96, 4.97414, -4.47586, 9.01, 2.296, -4.32728, 32, 9.04, 2.13
5.98, 4.90333, -4.13667, 8.6, 2.20603, -3.48514, -16, 8.65, 3.39
6, 4.84312, -3.80688, 8.21, 2.14799, -3.03168, 0, 8.7, 4.1
6.02, 4.79287, -3.90713, 8.26, 2.06092, -3.87382, 0, 8.66, 4.29
6.04, 4.75186, -3.90814, 8.22, 1.97013, -4.39206, 0, 8.6, 5.01
6.06, 4.71936, -3.88064, 8.16, 1.88224, -4.45684, 16, 8.45, 5.37
6.08, 4.69458, -3.75542, 8.01, 1.81341, -3.6147, 0, 8.28, 5.41
6.1, 4.67674, -3.60326, 7.84, 1.7363, -4.45684, 16, 7.75, 4.42
